stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
819,7560,"Birchmount Rd at St Clair Ave East South Side",,43.713521,-79.270951,,,,,,1
820,10919,"Steeles Ave East at McCowan Rd",,43.830837,-79.275525,,,,,,1
821,3796,"Islington Ave at Fordwich Cres",,43.727108,-79.560871,,,,,,1
822,8002,"Old Kingston Rd at Military Trail",,43.782122,-79.172674,,,,,,2
823,6005,"Progress Ave at Markham Rd West Side",,43.781656,-79.234801,,,,,,1
824,5401,"Lawrence Ave West at Royal York Rd",,43.696286,-79.532489,,,,,,2
825,2932,"345 Morningside Ave",,43.775468,-79.188860,,,,,,1
826,7980,"Millwood Rd at Randolph Rd",,43.702915,-79.362657,,,,,,1
827,5324,"Lawrence Ave East at Underhill Dr",,43.740918,-79.324491,,,,,,1
828,33,"Annette St at Indian Road Cres",,43.663915,-79.460776,,,,,,1
829,13528,"Major Mackenzie Dr East at McCowan Rd",,43.903281,-79.293772,,,,,,1
830,9866,"Sheffield St at Hafis Rd",,43.706257,-79.471050,,,,,,1
831,4940,"Danforth Rd at Carslake Cres South",,43.746255,-79.244464,,,,,,1
832,893,"Danforth Ave at Greenwood Ave",,43.681564,-79.332253,,,,,,1
833,12033,"McNicoll Ave at Midland Ave",,43.814703,-79.291996,,,,,,1
834,9471,"Ellesmere Rd at Calthorpe Ave",,43.788586,-79.180524,,,,,,1
835,7804,"Harbord St at Brunswick Ave",,43.662181,-79.406126,,,,,,1
836,7224,"Sheppard Ave East at Palmdale Dr",,43.777830,-79.311293,,,,,,1
840,11276,"1300 Leslie St",,43.731982,-79.355501,,,,,,1
841,8445,"Victoria Park Ave at Curlew Dr South Side",,43.747467,-79.311799,,,,,,1
842,2470,"Faywood Blvd at Goodwill Ave",,43.737002,-79.447053,,,,,,1
843,9345,"Steeles Ave East at Mountcastle Gate",,43.820394,-79.320622,,,,,,1
844,9458,"Secord Ave at Palmer Ave East Side",,43.693011,-79.300461,,,,,,2
845,1595,"Steeles Ave West at Founders Rd - York University",,43.779428,-79.504234,,,,,,1
847,8879,"1700 Wilson Ave - Sheridan Mall",,43.720552,-79.510931,,,,,,1
848,8380,"Underhill Dr at Cassandra Blvd (North) South Side",,43.752430,-79.326374,,,,,,1
849,112,"Bathurst St at Covington Rd",,43.721136,-79.430335,,,,,,1
850,11995,"Mt Pleasant Rd at Sherwood Ave",,43.714879,-79.392503,,,,,,1
851,9271,"Drewry Ave at Fairchild Ave",,43.786246,-79.421537,,,,,,1
852,8599,"Warden Ave at Sheppard Ave East",,43.778870,-79.308173,,,,,,1
853,4104,"Kennedy Rd at Norcap Ave",,43.797157,-79.294171,,,,,,1
854,525,"Bloor St West at Indian Rd",,43.655222,-79.457156,,,,,,1
855,560,"Opposite 4345 Bloor St West",,43.631124,-79.577346,,,,,,1
856,1726,"Bayview Ave at Lawrence Ave East - York University Glendon C",,43.727267,-79.381567,,,,,,1
858,5534,"Main St at Kingston Rd",,43.679260,-79.298179,,,,,,1
859,7359,"St Clair Ave West at Britannia Ave",,43.669394,-79.481314,,,,,,1
860,10631,"North Queen St at Nova Rd",,43.616293,-79.557141,,,,,,1
862,308,"3292 Bayview Ave",,43.789946,-79.393248,,,,,,1
863,4145,"King St East at Sherbourne St",,43.651169,-79.368367,,,,,,1
864,6050,"Shaw St at Adelaide St West",,43.642626,-79.415367,,,,,,1
865,5635,"Martin Grove Rd at Rampart Rd",,43.733945,-79.590127,,,,,,1
866,4062,"Kennedy Rd at Antrim Cres South Side",,43.771331,-79.283286,,,,,,1
867,4100,"Kennedy Rd at Marilyn Ave North Side",,43.787485,-79.290016,,,,,,1
868,6718,"Pharmacy Ave at Janet Blvd",,43.742030,-79.304235,,,,,,1
869,7073,"Runnymede Rd at Webb Ave",,43.658554,-79.479255,,,,,,2
870,11985,"Spadina Ave at Richmond St West",,43.647600,-79.395827,,,,,,1
872,8905,"Wilson Heights Blvd at Waterloo Ave",,43.755220,-79.459703,,,,,,1
873,5248,"Lawrence Ave East at Centennial Rd",,43.777575,-79.145968,,,,,,1
874,5740,"Midland Ave at Salome Dr",,43.781639,-79.276398,,,,,,1
875,1458,"Queen's Park at Charles St West - Museum Station",,43.667095,-79.393584,,,,,,1
876,11716,"Eglinton Ave West at Walkway to Emmett Ave",,43.684593,-79.508136,,,,,,1
877,840,"College St at Ossington Ave",,43.654475,-79.422554,,,,,,2
878,2528,"Finch Ave East at Maxome Ave",,43.783459,-79.399176,,,,,,1
879,6354,"East Ave at Clark Secor Pl North Side",,43.789950,-79.135406,,,,,,2
880,9964,"Old Dundas St at Humber Hill Ave",,43.664500,-79.501435,,,,,,1
881,6699,"Pharmacy Ave at Ellesmere Rd",,43.759303,-79.310400,,,,,,1
882,11076,"209 Carrier Dr",,43.747234,-79.615107,,,,,,1
883,11782,"Parkside Dr at Howard Park Ave",,43.648781,-79.457901,,,,,,1
884,1661,"Wilson Ave at King High Ave",,43.735702,-79.442466,,,,,,1
885,6067,"Sheppard Ave West at Jane St",,43.739190,-79.513494,,,,,,1
886,4564,"Rockcliffe Blvd at Caesar Ave South Side",,43.678867,-79.490268,,,,,,1
887,1865,"Davisville Ave at Acacia Rd",,43.699932,-79.389138,,,,,,1
888,6953,"Rockcliffe Blvd at Alliance Ave",,43.676751,-79.489207,,,,,,1
889,3639,"Gervais Dr at Wynford Dr South Side",,43.723081,-79.336445,,,,,,1
890,6123,"St Clair Ave East at Pharmacy Ave East Side",,43.709822,-79.290466,,,,,,1
891,4322,"Kipling Ave at Hinton Rd",,43.725707,-79.573246,,,,,,1
892,381,"Birchmount Rd at Bibury Gate",,43.829409,-79.317494,,,,,,1
893,4386,"Kipling Ave at Westhumber Blvd",,43.728210,-79.574872,,,,,,1
894,2877,"McNicoll Ave at Bedle Ave",,43.799485,-79.357160,,,,,,1
895,6007,"Progress Ave at Roadway to Centennial College",,43.783526,-79.231618,,,,,,1
897,1570,"St Clair Ave East at Midland Ave",,43.718940,-79.251064,,,,,,2
898,14264,"150 Staines Rd West Side",,43.822964,-79.219024,,,,,,1
899,2902,"McNicoll Ave at Picola Crt",,43.801676,-79.348388,,,,,,1
900,20,"Annette St at Aziel St",,43.663483,-79.466899,,,,,,1
901,3846,"Islington Ave at Summitcrest Dr",,43.683282,-79.540697,,,,,,1
902,3655,"Glencairn Ave at Ennerdale St",,43.706808,-79.455427,,,,,,2
903,2613,"Finch Ave West at Kendleton Dr",,43.738620,-79.589772,,,,,,1
904,11451,"Ancaster Rd at Powell Rd South Side",,43.736560,-79.467968,,,,,,2
905,5457,"Leslie St at Marowyne Dr",,43.774721,-79.364412,,,,,,1
906,2476,"Ferris Rd at Dawes Rd West Side",,43.706312,-79.296023,,,,,,2
907,8559,"Warden Ave at Eglinton Ave East North Side",,43.728424,-79.287699,,,,,,1
908,9131,"Finch Ave East at Yonge St - Finch Station",,43.780191,-79.414106,,,,,,1
909,7040,"Royal York Rd at Yorkleigh Ave",,43.694162,-79.531677,,,,,,1
910,9023,"Yonge St at Lytton Blvd",,43.716726,-79.400585,,,,,,1
911,9805,"McCowan Rd at Alton Towers Cir (South)",,43.822377,-79.273762,,,,,,1
913,9661,"Duncan Mill Rd at Valleybrook Dr",,43.761898,-79.352804,,,,,,1
914,3892,"Jane St at Firgrove Cres (North) South Side",,43.754548,-79.517122,,,,,,1
916,2712,"Islington Ave at Albion Rd",,43.737700,-79.565693,,,,,,1
917,10715,"St Clair Ave East at O'Connor Dr East Side",,43.705462,-79.312134,,,,,,1
918,7311,"Sherbourne St at Carlton St",,43.663382,-79.373214,,,,,,1
919,1808,"Cummer Ave at Craigmont Dr",,43.797161,-79.379136,,,,,,1
920,1712,"Bayview Ave at Blythwood Rd South Side",,43.720431,-79.378945,,,,,,2
921,1942,"Don Mills Rd at Green Belt Dr North Side",,43.727486,-79.340618,,,,,,1
922,7503,"Avoca Ave at Pleasant Blvd South Side",,43.688534,-79.389352,,,,,,2
923,2905,"McNicoll Ave at Victoria Park Ave  East Side",,43.804215,-79.335379,,,,,,1
924,639,"Brimley Rd at Lawrence Ave East",,43.753732,-79.255604,,,,,,1
925,3888,"Jane St at Exbury Rd North Side",,43.729646,-79.510597,,,,,,1
927,8238,"Steeles Ave East at Townsend Rd West Side",,43.811939,-79.358022,,,,,,1
928,8866,"Wilson Ave at Julian Rd West Side - Humber River Hospital",,43.724669,-79.491492,,,,,,1
929,835,"College St at Lansdowne Ave",,43.650681,-79.440227,,,,,,2
930,9152,"Keele St at Lawrence Ave West",,43.708825,-79.478254,,,,,,1
931,4919,"Craigton Dr at Rannock St East Side",,43.727717,-79.300106,,,,,,1
932,6987,"Royal York Rd at Dalesford Rd",,43.624359,-79.501631,,,,,,1
933,833,"College St at Grace St",,43.654987,-79.415437,,,,,,2
934,34,"Annette St at Jane St East Side",,43.658296,-79.487694,,,,,,1
935,6830,"Queen St West at Claremont St",,43.646157,-79.409404,,,,,,1
936,5443,"Leslie St at Finch Ave East",,43.790417,-79.368339,,,,,,1
937,1922,"Don Mills Rd at The Donway East (South) North Side",,43.732636,-79.342026,,,,,,1
938,1375,"Neilson Rd at Crow Trail",,43.812353,-79.225946,,,,,,1
939,5776,"Mortimer Ave at Donlands Ave",,43.687502,-79.340447,,,,,,1
940,767,"Chaplin Cres at Lascelles Blvd",,43.698153,-79.400600,,,,,,1
942,9478,"Cosburn Ave at Binswood Ave",,43.694898,-79.324088,,,,,,1
943,2235,"Eglinton Ave East at Banff Rd",,43.710122,-79.382110,,,,,,1
946,5913,"Oakwood Ave at Rosemount Ave",,43.678178,-79.435399,,,,,,1
947,7158,"Sheppard Ave East at Boydwood Lane",,43.804620,-79.158110,,,,,,1
948,7622,"Clayson Rd at Wilson Ave",,43.718465,-79.523435,,,,,,1
950,9218,"Arleta Ave at John Lindsay Crt",,43.745902,-79.502119,,,,,,2
951,4290,"Kipling Ave at Birmingham St",,43.600828,-79.518202,,,,,,1
952,5031,"Dundas St West at Windermere Ave",,43.665544,-79.486050,,,,,,1
953,14085,"Nugget Ave at Markham Rd",,43.798356,-79.241759,,,,,,1
954,4026,"Keele St at Rustic Rd",,43.717966,-79.480244,,,,,,1
955,9021,"Yonge St at Lord Seaton Rd South Side",,43.752127,-79.408292,,,,,,1
956,6017,"Rogers Rd at Prospect Cemetery",,43.683669,-79.454340,,,,,,2
957,9016,"Yonge St at King St West - King Station",,43.649249,-79.378022,,,,,,1
958,9091,"Kodiak Cres at Sheppard Ave West",,43.752079,-79.467028,,,,,,1
959,9176,"Steeles Ave East Loop",,43.798341,-79.417889,,,,,,1
960,5165,"Lake Shore Blvd West at Thirty Seventh St",,43.593494,-79.537978,,,,,,1
962,2597,"Finch Ave West at Elana Dr",,43.756605,-79.520828,,,,,,1
963,12077,"Steeles Ave East at Walkway to Norn Cres",,43.832317,-79.270029,,,,,,1
964,8615,"Warden Ave at Walbon Rd",,43.739791,-79.292609,,,,,,1
966,9064,"Yonge St at Yonge Blvd South Side",,43.733994,-79.404613,,,,,,1
967,11079,"145 Carrier Dr",,43.741627,-79.613925,,,,,,1
968,2218,"The East Mall at Talgarth Rd",,43.662652,-79.570684,,,,,,2
969,1411,"O'Connor Dr at Derwyn Rd",,43.696688,-79.334719,,,,,,1
970,14144,"Woodbine Ave at Queen St East",,43.668861,-79.305943,,,,,,1
971,1151,"Howard Park Ave at Indian Rd",,43.650763,-79.454889,,,,,,2
972,4635,"St Regis Cres North at Bakersfield St West Side",,43.757032,-79.481627,,,,,,1
975,12689,"Oak St at Weston Rd East Side",,43.707912,-79.532780,,,,,,1
976,4956,"Danforth Rd at Magnolia Ave",,43.722968,-79.255569,,,,,,1
977,4795,"Avenue Rd at St Clements Ave",,43.710222,-79.410960,,,,,,1
978,7070,"Runnymede Rd at St John's Rd",,43.663697,-79.481240,,,,,,1
979,8269,"Steeles Ave West at Dufferin St",,43.787469,-79.469755,,,,,,1
980,5341,"Lawrence Ave West at Benton Rd",,43.710536,-79.471373,,,,,,2
981,12141,"Grand Ave at Manitoba St South Side",,43.623181,-79.492572,,,,,,1
982,2280,"Eglinton Ave East at Kennedy Rd",,43.732413,-79.267746,,,,,,1
983,1023,"Dupont St at Perth Ave",,43.665310,-79.452940,,,,,,1
984,11236,"Giltspur Dr at Magellan Dr",,43.735386,-79.508360,,,,,,1
985,346,"Bellamy Rd North at Brimorton Dr",,43.767658,-79.239344,,,,,,1
986,9590,"McLevin Ave at Pennyhill Dr",,43.810574,-79.217599,,,,,,1
988,2378,"Eglinton Ave West at Jimmy Wisdom Way",,43.696414,-79.447135,,,,,,1
989,1563,"St Clair Ave East at Kennedy Rd",,43.716705,-79.261083,,,,,,2
990,8090,"Sentinel Rd at Murray Ross Pkwy",,43.764562,-79.501040,,,,,,1
992,1200,"Aukland Rd at Bloor St West South Side",,43.640146,-79.540452,,,,,,1
993,8373,"Tournament Dr at Upper Highland Cres West Side",,43.750932,-79.399008,,,,,,1
996,5632,"Martin Grove Rd at Porterfield Rd",,43.722298,-79.585192,,,,,,1
997,13561,"Sheppard Ave East at Barberry Pl",,43.767239,-79.385106,,,,,,1
998,8,"Atkinson Ave at Rodeo Dr",,43.808738,-79.442506,,,,,,2
999,7196,"Sheppard Ave East at Kennedy Rd",,43.783046,-79.288704,,,,,,1
1000,5656,"Martin Grove Rd at The Westway",,43.683182,-79.566907,,,,,,1
1001,3614,"685 Finch Ave West",,43.770935,-79.456814,,,,,,1
1002,11800,"McCowan Rd at Coleraine Ave",,43.838225,-79.276865,,,,,,1
1003,5246,"Lawrence Ave East at Carnforth Rd",,43.741633,-79.314010,,,,,,1
1004,3735,"Hullmar Dr at Gosford Blvd",,43.761854,-79.521309,,,,,,1
1005,5603,"Opposite 1915 Martin Grove Rd",,43.746054,-79.596357,,,,,,1
1006,9296,"International Blvd at Galaxy Blvd",,43.678068,-79.585698,,,,,,1
1007,11526,"Royalcrest Rd at Martin Grove Rd",,43.752146,-79.599639,,,,,,1
1009,1762,"Broadview Ave at Millbrook Cres",,43.672144,-79.355165,,,,,,2
1010,1124,"Gerrard St East  at Main St",,43.683838,-79.300386,,,,,,2
1011,10995,"Southport St at Windermere Pl",,43.638188,-79.472291,,,,,,1
1012,2006,"Driftwood Ave at Stong Crt",,43.762084,-79.516970,,,,,,1
1013,2515,"Finch Ave East at Kennedy Rd",,43.801487,-79.296160,,,,,,1
1014,4690,"Victoria Park Ave at Danforth Ave",,43.691357,-79.288525,,,,,,1
1015,2622,"Finch Ave West at Oakdale Rd  - Humber Reactivation Care",,43.755759,-79.524466,,,,,,1
1016,5816,"Mt Pleasant Rd at Erskine Ave",,43.712508,-79.391602,,,,,,1
1017,8226,"Steeles Ave East at Laureleaf Rd",,43.805432,-79.385852,,,,,,1
1018,212,"Bathurst St at Ulster St",,43.659730,-79.408924,,,,,,2
1019,3238,"Yonge St at Queen St East - Queen Station",,43.652319,-79.379085,,,,,,1
1020,2911,"Midland Ave at Aylesworth Ave South Side",,43.713481,-79.249277,,,,,,1
1021,4518,"Overlea Blvd at Thorncliffe Park Dr (East) West Side",,43.707457,-79.344198,,,,,,1
1022,11740,"Birmingham St at Eighth St",,43.602865,-79.507664,,,,,,1
1023,4794,"Avenue Rd at Roselawn Ave",,43.708480,-79.410254,,,,,,1
1024,9276,"Drewry Ave at Lister Dr",,43.782779,-79.437320,,,,,,1
1025,4235,"Kingston Rd at Manderley Dr",,43.688668,-79.269367,,,,,,1
1026,8923,"Woodbine Ave at Kingston Rd",,43.674044,-79.308050,,,,,,2
1029,4777,"Avenue Rd at Fairlawn Ave",,43.727986,-79.418035,,,,,,1
1030,3653,"Glencairn Ave at Englemount Ave",,43.710811,-79.435552,,,,,,1
1032,278,"Bayview Ave at The Bridle Path",,43.738356,-79.382163,,,,,,1
1033,11601,"Passmore Ave at Middlefield Rd",,43.827482,-79.265057,,,,,,1
1034,4070,"Kennedy Rd at Bellbrook Rd",,43.798949,-79.294947,,,,,,1
1035,3619,"Finch Ave W at Virgilwood Dr West Side - North York General",,43.772898,-79.448603,,,,,,1
1036,2053,"Dufferin St at Glencairn Ave",,43.706896,-79.453031,,,,,,1
1037,8519,"Victoria Park Ave at Valdane Dr",,43.718598,-79.299971,,,,,,1
1038,10730,"Victoria Park Ave at Cassandra Blvd",,43.754442,-79.314192,,,,,,1
1039,2486,"Finch Ave East at Baylawn Dr",,43.803284,-79.288680,,,,,,1
1040,3411,"Chaplin Cres at Eglinton Ave West",,43.702794,-79.417758,,,,,,1
1041,3914,"Jane St at Patika Ave",,43.705192,-79.504228,,,,,,2
1042,6493,"Kingston Rd at Military Trail",,43.781393,-79.169994,,,,,,1
1044,2211,"The East Mall at Gordon Park Dr",,43.634103,-79.556423,,,,,,1
1045,882,"Danforth Ave at Coxwell Ave",,43.683222,-79.323734,,,,,,1
1046,7308,"Sherbourne St at Bloor St East South Side - Sherbourne Stati",,43.672008,-79.376834,,,,,,1
1047,769,"Christie St at Barton Ave South Side",,43.666320,-79.419594,,,,,,1
1048,2541,"Opposite 636 Finch Ave East (Plaza)",,43.787498,-79.380413,,,,,,1
1049,9333,"Markham Rd at Finch Ave East",,43.812817,-79.242767,,,,,,1
1050,8984,"Yonge St at Empress Ave - North York Centre Station",,43.769149,-79.412700,,,,,,1
1051,3833,"Islington Ave at Ridgevalley Cres North Side",,43.672110,-79.535377,,,,,,1
1053,2485,"Finch Ave East at Baylawn Dr",,43.803004,-79.289136,,,,,,1
1054,1658,"Wilson Ave at Faywood Blvd East Side",,43.734763,-79.445833,,,,,,1
1058,1815,"Cummer Ave at Pineway Blvd",,43.798850,-79.375798,,,,,,1
1059,1594,"Steeles Ave West at Founders Rd East Side - York University",,43.779212,-79.503758,,,,,,1
1060,1517,"Royal York Rd at Lynngrove Ave",,43.651466,-79.513239,,,,,,1
1061,2621,"Finch Ave West at Norfinch Dr  - Humber Reactivation Care",,43.756133,-79.524086,,,,,,1
1062,7654,"Dufferin St at Martin Ross Ave",,43.775081,-79.468294,,,,,,1
1063,13626,"Ridgecrest Rd at Wiltshire Dr",,43.898760,-79.303632,,,,,,1
1065,5789,"Mortimer Ave at Logan Ave",,43.684951,-79.351821,,,,,,2
1066,10533,"3325 Warden Ave",,43.814261,-79.324383,,,,,,1
1067,4163,"King St West at Shaw St",,43.641529,-79.414775,,,,,,2
1068,2617,"Finch Ave West at Martin Grove Rd",,43.736947,-79.591362,,,,,,1
1069,5241,"Lawrence Ave East at Burnview Cres West Side",,43.756528,-79.241423,,,,,,1
1070,4223,"Kingston Rd at Fenwood Heights",,43.727269,-79.229715,,,,,,1
1071,5955,"Ossington Ave at Churchill Ave",,43.652123,-79.421898,,,,,,2
1072,11561,"400 Evans Ave",,43.615254,-79.528238,,,,,,1
1073,9984,"Opposite 150 Culford Rd",,43.705192,-79.487147,,,,,,1
1074,428,"Birchmount Rd at L'Amoreaux Dr",,43.800672,-79.307267,,,,,,2
1075,6060,"Sheppard Ave West at Arrow Rd",,43.735485,-79.529638,,,,,,1
1076,3092,"195 Rexleigh Dr",,43.704609,-79.305535,,,,,,2
1077,198,"Bathurst St at Shelborne Ave",,43.716134,-79.429129,,,,,,1
1078,12053,"Progress Ave at Rosebank Dr North Side",,43.792409,-79.233987,,,,,,1
1079,8739,"Weston Rd at Kenhar Dr",,43.761598,-79.544474,,,,,,1
1080,6683,"Pharmacy Ave at Corinthian Blvd (North)",,43.792891,-79.325151,,,,,,1
1081,1171,"Jane St at Colbeck St",,43.653347,-79.486211,,,,,,1
1082,3977,"Keele St at Diana Dr",,43.740992,-79.485359,,,,,,1
1083,2662,"Grandravine Dr at Derrydown Rd",,43.752930,-79.491796,,,,,,1
1084,5356,"Lawrence Ave West at Culford Rd East Side",,43.706314,-79.487335,,,,,,1
1085,9889,"Lawson Rd at Wichey Rd",,43.789085,-79.143788,,,,,,2
1086,2209,"The East Mall at Eglinton Ave West",,43.671689,-79.571002,,,,,,1
1087,265,"Bay St at St Joseph St",,43.665791,-79.387868,,,,,,1
1088,424,"Birchmount Rd at Highgate Dr",,43.826312,-79.317593,,,,,,1
1089,7388,"Van Horne Ave at Hobart Dr",,43.788065,-79.349482,,,,,,1
1090,2763,"Kennedy Rd at St Clair Ave East",,43.716745,-79.261559,,,,,,1
1091,9286,"Drewry Ave at Lister Dr",,43.782537,-79.437700,,,,,,1
1092,5698,"Midland Ave at Ellesmere Rd",,43.767566,-79.270917,,,,,,1
1093,7708,"426 Ellesmere Rd",,43.762102,-79.297487,,,,,,1
1094,5655,"Martin Grove Rd at Westhumber Blvd",,43.725930,-79.586467,,,,,,1
1095,10762,"Dovercourt Rd at Dupont St",,43.669562,-79.432586,,,,,,1
1096,8728,"Weston Rd at Habitant Dr",,43.745851,-79.540889,,,,,,1
1097,2257,"Eglinton Ave East at Cedar Dr",,43.744094,-79.215486,,,,,,1
1098,2802,"Kingston Rd at Woodbine Ave",,43.673673,-79.308088,,,,,,1
1099,1602,"Steeles Ave West at Northwest Gate",,43.777918,-79.510766,,,,,,1
1100,299,"2350 Bayview Ave - The Granite Club",,43.734133,-79.381593,,,,,,1
1102,9781,"Steeles Ave East at Silver Star Blvd",,43.825065,-79.300444,,,,,,1
1103,11233,"Northover St at Giltspur Dr",,43.738716,-79.500376,,,,,,1
1104,9998,"McCowan Rd at Heritage Rd",,43.869608,-79.284966,,,,,,1
1105,13716,"McCowan Rd at 16Th Ave South Side",,43.884642,-79.288871,,,,,,1
1106,2572,"Finch Ave East at Wilfred Ave",,43.782645,-79.401995,,,,,,1
1107,8075,"Rossdean Dr at Garyray Dr",,43.769130,-79.539739,,,,,,1
1108,11329,"1315 and 1319 Neilson Rd",,43.807848,-79.219558,,,,,,1
1109,2562,"5600 Finch Ave East",,43.813673,-79.240113,,,,,,1
1110,6154,"Victory Cres at McNaughton Ave",,43.708724,-79.644832,,,,,,2
1111,8243,"Steeles Ave East at Victoria Park Ave",,43.815376,-79.341773,,,,,,1
1112,71,"Avenue Rd at St Clair Ave West",,43.686737,-79.401728,,,,,,1
1114,5777,"Mortimer Ave at Donlands Ave",,43.687734,-79.339921,,,,,,1
1115,6984,"Royal York Rd at Coney Rd",,43.634093,-79.505949,,,,,,1
1116,5323,"Lawrence Ave East at Tremont Cres (West)",,43.734868,-79.353681,,,,,,2
1117,13306,"St Clair Ave West at Mould Ave",,43.668304,-79.486857,,,,,,1
1118,9994,"McCowan Rd at Denison St",,43.841354,-79.277741,,,,,,1
1119,7069,"Runnymede Rd at St Clair Ave West South Side",,43.668539,-79.483462,,,,,,1
1120,920,"Danforth Ave at Coxwell Ave",,43.683471,-79.323473,,,,,,1
1121,4675,"Toryork Dr at Weston Rd West Side",,43.753450,-79.543364,,,,,,1
1122,13625,"Strachan Ave at Canniff St",,43.641543,-79.411854,,,,,,1
1123,302,"Bayview Ave at Hillcrest Ave",,43.772330,-79.389207,,,,,,1
1124,5718,"Midland Ave at Lord Roberts Dr (South) South Side",,43.735772,-79.258784,,,,,,1
1125,480,"Bloor St East at Jarvis St",,43.671706,-79.380383,,,,,,1
1126,3997,"Keele St at Grandravine Dr",,43.752257,-79.488314,,,,,,1
1128,1113,"Gerrard St East at Beaton Ave",,43.676047,-79.317086,,,,,,2
1129,5311,"Lawrence Ave East at Prudential Dr East Side",,43.751064,-79.266658,,,,,,1
1130,5609,"Martin Grove Rd at Eglinton Ave West",,43.674653,-79.563427,,,,,,1
1131,1209,"Kennedy Rd at Mewburn Ave",,43.707574,-79.257757,,,,,,1
1132,5348,"Lawrence Ave West at Brookview Dr",,43.718172,-79.434957,,,,,,1
1133,498,"Bloor St West at Brunswick Ave",,43.665819,-79.407548,,,,,,1
1134,3849,"Islington Ave at Titan Rd",,43.630726,-79.517570,,,,,,1
1135,8970,"Yonge St at Church Ave",,43.773679,-79.413853,,,,,,1
1137,7695,"Ellesmere Rd at McCowan Rd",,43.772370,-79.251159,,,,,,1
1138,6225,"Albion Rd at Golfdown Dr West Side",,43.723750,-79.548765,,,,,,1
1139,2368,"Eglinton Ave West at Keele St East Side",,43.690316,-79.473978,,,,,,1
1141,8625,"Wellesley St West at Bay St",,43.664214,-79.387412,,,,,,1
1142,3797,"Islington Ave at Golfdown Dr",,43.720786,-79.557601,,,,,,1
1143,11235,"Giltspur Dr at Peterdale Rd",,43.736269,-79.505942,,,,,,1
1144,1749,"The Bridle Path at Saintfield Ave",,43.729123,-79.360337,,,,,,1
1147,8600,"Warden Ave at Sherry Rd North Side",,43.723671,-79.285797,,,,,,1
1149,10269,"Spanbridge Rd at Vicora Linkway",,43.712357,-79.324724,,,,,,2
1150,8426,"2793 Victoria Park Ave",,43.782420,-79.326261,,,,,,1
1151,1660,"Wilson Ave at King High Ave",,43.735406,-79.442947,,,,,,1
1152,11222,"Northover St at Sheppard Ave West South Side",,43.740840,-79.501268,,,,,,1
1153,7177,"Sheppard Ave East at Dean Park Rd",,43.806137,-79.180520,,,,,,1
1154,611,"55 Bridgeland Ave",,43.726343,-79.460272,,,,,,1
1155,4709,"Washburn Way at Sheppard Ave East",,43.796306,-79.227680,,,,,,1
1156,5787,"Mortimer Ave at Linsmore Cres",,43.689143,-79.332753,,,,,,1
1158,1280,"Martin Ross Ave at Brisbane Rd (West)",,43.773686,-79.476268,,,,,,2
1159,4488,"Milvan Dr at Millwick Dr (North)",,43.760715,-79.566035,,,,,,1
1161,482,"Bloor St East at Parliament St",,43.671775,-79.371544,,,,,,1
1162,3239,"Yonge St at Queen St West - Queen Station",,43.652510,-79.379408,,,,,,1
1163,1152,"Howard Park Ave at Parkside Dr East Side",,43.649054,-79.457419,,,,,,2
1164,1220,"Lawrence Ave East at Bayview Ave",,43.727666,-79.383231,,,,,,1
1166,9783,"Steeles Ave East at Ashcott St",,43.827008,-79.292081,,,,,,1
1167,190,"Bathurst St at Reiner Rd",,43.752651,-79.437863,,,,,,1
1168,7913,"Laurentide Dr at Larabee Cres",,43.752395,-79.336977,,,,,,1
1170,1511,"Royal York Rd at Dundas St West",,43.657704,-79.515878,,,,,,1
1171,1173,"Jane St at Steeles Ave West South Side",,43.774891,-79.521862,,,,,,1
1172,3512,"Dundas St West at Old Dundas St West Side",,43.661895,-79.507489,,,,,,2
1173,1731,"Bayview Ave at Soudan Ave",,43.708916,-79.376494,,,,,,1
1174,6647,"Parliament St at Shuter St",,43.657021,-79.365124,,,,,,1
1175,6851,"Queen St West at Shaw St",,43.644790,-79.416155,,,,,,1
1176,11926,"Erindale Ave at Broadview Ave East Side",,43.677380,-79.358218,,,,,,1
1177,2567,"Finch Ave East at Walkway East of Birchmount Rd",,43.799572,-79.303073,,,,,,2
1178,9323,"Ray Ave at Bartonville Ave East",,43.689654,-79.493461,,,,,,1
1179,936,"Davenport Rd at Oakwood Ave",,43.674310,-79.433896,,,,,,2
1180,1229,"Lawrence Ave East at Wanless Cres (East) West Side",,43.727816,-79.389722,,,,,,1
1181,5030,"Dundas St West at Willard Ave East Side",,43.665540,-79.488063,,,,,,1
1183,4934,"Culford Rd at Valencia Cres",,43.708164,-79.488549,,,,,,1
1184,13484,"Burnhamthorpe Rd at Old Burnhamthorpe Rd (West)",,43.640875,-79.581609,,,,,,1
1185,6543,"Marlee Ave at Glengrove Ave North Side",,43.711157,-79.444575,,,,,,1
1186,5597,"Martin Grove Rd at Belfield Rd",,43.701702,-79.575302,,,,,,1
1187,4592,"Sheppard Ave East at Malvern St",,43.794789,-79.234821,,,,,,1
1188,1084,"Gerrard St East at Carlaw Ave",,43.667717,-79.342605,,,,,,1
1189,2207,"630 The East Mall",,43.656784,-79.566517,,,,,,1
1190,1845,"Danforth Rd at Birchmount Rd",,43.706112,-79.268531,,,,,,1
1192,5226,"Lansdowne Ave at Whytock Ave",,43.653917,-79.441232,,,,,,1
